Rk,Player,Age,Team,Lg,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos,Awards,Player-additional
336,Amed Rosario,29,WSN,NL,0.2,46,158,148,19,40,8,0,5,18,1,0,7,22,.270,.310,.426,.736,108,.327,108,63,5,2,0,1,0,54H/D169,,rosaram01
336,Amed Rosario,29,NYY,AL,0.1,4,7,7,0,3,1,0,0,1,0,0,0,1,.429,.429,.571,1.000,176,.432,184,4,0,0,0,0,0,/9H,,rosaram01
337,Tyler O'Neill,30,BAL,AL,-0.1,43,164,143,20,30,6,1,8,23,2,0,15,40,.210,.293,.434,.726,102,.315,99,62,2,3,0,3,1,9/DH7,,oneilty01
338,Kyle Teel*,23,CHW,AL,1.1,46,164,141,20,38,7,0,3,14,2,1,18,40,.270,.362,.383,.745,110,.335,115,54,1,3,1,1,0,2/DH7,,teelky01
339,Dominic Smith*,30,SFG,NL,0.5,47,162,146,17,41,9,0,3,23,2,0,12,30,.281,.340,.404,.744,115,.331,115,59,3,2,0,2,0,3/HD9,,smithdo02
340,Giancarlo Stanton,35,NYY,AL,1.4,44,162,144,20,43,4,0,12,34,0,0,17,51,.299,.377,.576,.953,161,.412,170,83,2,1,0,0,2,D/H9,,stantmi03
341,Jac Caglianone*,22,KCR,AL,-1.4,41,161,150,9,22,5,0,5,10,1,0,8,34,.147,.205,.280,.485,34,.216,26,42,4,3,0,0,0,9/3D,,caglija01
342,Otto Kemp,25,PHI,NL,-0.2,46,161,145,17,33,7,0,4,17,1,2,8,49,.228,.298,.359,.657,79,.293,79,52,2,7,0,1,0,537/H,,kempot01
343,Martín Maldonado,38,SDP,NL,-0.3,64,161,147,11,30,6,0,4,12,0,0,8,57,.204,.245,.327,.572,57,.259,53,48,3,0,6,0,0,2,,maldoma01
344,Ronny Mauricio#,24,NYM,NL,0.8,47,161,148,19,34,6,0,6,10,4,0,12,48,.230,.292,.392,.684,95,.312,97,58,4,1,0,0,1,5/4HD6,,mauriro01
345,Denzel Clarke,25,ATH,AL,1.0,47,159,148,18,34,8,2,3,8,6,0,6,61,.230,.274,.372,.646,77,.285,69,55,1,3,2,0,0,8/H,,clarkde02
346,Graham Pauley*,24,MIA,NL,0.6,54,159,140,15,32,8,0,4,11,2,0,17,32,.229,.310,.371,.682,88,.305,85,52,1,0,1,1,0,5/438,,paulegr01
347,Rob Refsnyder,34,BOS,AL,1.2,54,157,136,23,37,9,0,6,22,3,0,18,41,.272,.357,.471,.827,128,.368,134,64,4,1,0,2,1,9H7D,,refsnro01
348,Justin Turner,40,CHC,NL,0.1,64,157,138,13,30,6,0,3,15,2,0,14,25,.217,.287,.326,.613,79,.288,86,45,2,1,0,4,0,3HD5,,turneju01
349,Davis Schneider,26,TOR,AL,1.1,56,156,130,24,33,5,0,8,25,1,1,24,42,.254,.378,.477,.855,135,.378,144,62,3,2,0,0,0,74H/D,,schneda03
350,Alan Roden*,25,2TM,AL,-0.6,55,153,136,17,26,6,1,2,9,1,1,8,37,.191,.261,.294,.556,53,.245,46,40,0,6,0,3,0,79/H8,,rodenal01
350,Alan Roden*,25,TOR,AL,-0.1,43,113,98,12,20,5,1,1,8,0,1,8,24,.204,.283,.306,.589,63,.256,57,30,0,4,0,3,0,79/H8,,rodenal01
350,Alan Roden*,25,MIN,AL,-0.5,12,40,38,5,6,1,0,1,1,1,0,0,13,.158,.200,.263,.463,26,.212,16,10,0,2,0,0,0,7/89,,rodenal01
351,Thomas Saggese,23,STL,NL,0.3,47,152,143,11,35,9,0,1,12,1,0,6,42,.245,.278,.329,.607,71,.275,69,47,2,1,1,1,0,456/HD,,saggeth01
352,Daulton Varsho*,28,TOR,AL,1.9,38,152,136,23,32,7,1,13,34,1,0,13,47,.235,.296,.588,.884,136,.361,129,80,0,0,0,3,1,8/HD,,varshda01
353,Jake Bauers*,29,MIL,NL,0.0,59,151,127,16,25,5,0,5,18,5,0,23,45,.197,.318,.354,.672,89,.308,87,45,0,0,0,1,1,3H7/1D9,,bauerja01
354,Nick Loftin,26,KCR,AL,-0.4,49,151,135,13,28,6,2,3,16,1,1,10,22,.207,.273,.348,.621,73,.267,65,47,4,3,1,2,0,74H5/3D,,loftini01
355,John Rave*,27,KCR,AL,0.3,58,147,127,17,27,5,0,4,13,7,2,16,38,.213,.303,.346,.650,82,.291,78,44,1,1,2,1,0,97/H8D,,ravejo01
356,Hyeseong Kim*,26,LAD,NL,1.7,58,146,138,17,42,6,1,2,15,12,0,6,42,.304,.338,.406,.744,108,.363,117,56,0,1,1,0,0,48H/6,,kimhy02
357,Colson Montgomery*,23,CHW,AL,1.6,38,145,132,19,29,4,1,10,28,0,0,11,42,.220,.285,.492,.777,113,.331,112,65,3,1,0,0,1,65/H,,montgco01
358,Joshua Palacios*,29,CHW,AL,-1.2,51,145,128,11,26,4,0,3,9,0,0,12,36,.203,.292,.305,.596,69,.276,72,39,0,4,1,0,0,97/HD,,palacjo01
359,Yohel Pozo,28,STL,NL,0.6,57,145,137,15,36,8,0,5,18,0,0,7,17,.263,.297,.431,.727,103,.314,98,59,3,0,0,1,0,2H/3D,,pozoyo01
360,David Hamilton*,27,BOS,AL,0.3,69,143,132,19,23,3,0,3,12,17,4,8,33,.174,.227,.265,.492,37,.234,28,35,2,1,2,0,0,4H6/D5,,hamilda03
361,Jake McCarthy*,27,ARI,NL,-0.3,42,143,130,11,26,4,3,2,11,6,0,10,27,.200,.261,.323,.584,61,.269,54,42,2,1,1,1,0,789/HD,,mccarja02
362,DJ LeMahieu,36,NYY,AL,0.7,45,142,128,13,34,3,0,2,12,0,0,14,35,.266,.338,.336,.674,89,.308,93,43,4,0,0,0,0,4/H,,lemahdj01
363,Lane Thomas,29,CLE,AL,-0.7,39,142,125,10,20,2,0,4,11,4,1,14,44,.160,.246,.272,.518,44,.243,41,34,4,1,0,2,0,8/H9D,,thomala02
364,Austin Slater,32,2TM,AL,0.1,54,142,130,20,29,6,1,5,12,1,0,11,39,.223,.284,.400,.684,89,.301,89,52,6,0,1,0,0,H79/D83,,slateau01
364,Austin Slater,32,CHW,AL,0.3,51,135,123,20,29,6,1,5,11,1,0,11,35,.236,.299,.423,.721,100,.317,100,52,5,0,1,0,0,H97/D83,,slateau01
364,Austin Slater,32,NYY,AL,-0.2,3,7,7,0,0,0,0,0,1,0,0,0,4,.000,.000,.000,.000,-100,.000,-132,0,1,0,0,0,0,/79H,,slateau01
365,Kyren Paris,23,LAA,AL,0.7,44,140,126,20,24,4,1,6,11,7,1,10,59,.190,.266,.381,.647,78,.302,83,48,1,3,0,0,0,84/H7D,,parisky01
366,Tyler Heineman#,34,TOR,AL,2.0,48,139,118,21,39,7,1,3,17,2,0,11,26,.331,.404,.483,.887,145,.383,145,57,1,5,3,2,0,2/H1,,heinety01
367,Christian Koss,27,SFG,NL,1.3,54,139,125,15,34,6,0,3,18,3,1,6,32,.272,.316,.392,.708,105,.331,116,49,2,3,3,2,0,45/H61D,,kossch01
368,Connor Wong,29,BOS,AL,-0.6,47,138,124,12,21,4,0,0,5,1,1,11,31,.169,.239,.202,.441,25,.208,22,25,6,1,0,2,0,2/H3D,,wongco01
369,Paul DeJong,31,WSN,NL,0.5,36,137,126,14,32,7,0,6,19,4,0,9,38,.254,.307,.452,.759,113,.336,111,57,3,1,0,1,0,56/4D3,,dejonpa01
370,Christian Encarnacion-Strand,25,CIN,NL,-0.7,36,137,130,13,27,4,0,6,19,0,2,3,32,.208,.234,.377,.610,62,.255,52,49,1,2,0,2,0,3/5,,encarch01
371,Parker Meadows*,25,DET,AL,-0.3,38,137,125,15,25,4,1,2,9,3,0,12,40,.200,.270,.296,.566,57,.259,53,37,0,0,0,0,0,8/H,,meadopa01
372,Marcelo Mayer*,22,BOS,AL,0.2,44,136,127,20,29,8,1,4,10,0,2,8,41,.228,.272,.402,.674,85,.288,84,51,2,0,0,1,0,5/4H6,,mayerma01
373,Andy Ibáñez,32,DET,AL,0.4,60,135,123,18,30,6,0,3,18,3,1,7,18,.244,.304,.366,.670,85,.293,80,45,5,4,0,1,0,5H/4D367,,ibanean01
374,Edouard Julien*,26,MIN,AL,-0.8,40,135,120,9,23,6,0,3,9,0,2,13,39,.192,.274,.317,.591,62,.255,56,38,3,1,0,1,0,4/3DH6,,julieed01
375,Austin Hedges,32,CLE,AL,-0.5,51,134,115,8,16,3,0,3,6,1,0,13,36,.139,.229,.243,.472,31,.217,22,28,1,1,3,2,0,2/1,,hedgeau01
376,Matt Mervis*,27,MIA,NL,-0.7,42,134,120,15,21,4,0,7,14,0,0,11,50,.175,.254,.383,.637,73,.289,75,46,1,2,0,1,1,3D/H,,mervima01
377,Brandon Lockridge,28,2TM,NL,0.1,59,133,121,15,28,5,1,0,10,9,1,7,34,.231,.275,.289,.564,58,.262,49,35,2,1,2,2,0,78H/9,,lockrbr01
377,Brandon Lockridge,28,SDP,NL,-0.2,47,95,88,9,19,4,0,0,5,8,1,4,24,.216,.258,.261,.519,45,.248,35,23,2,1,2,0,0,78H/9,,lockrbr01
377,Brandon Lockridge,28,MIL,NL,0.3,12,38,33,6,9,1,1,0,5,1,0,3,10,.273,.316,.364,.679,91,.297,81,12,0,0,0,2,0,/987H,,lockrbr01
378,Will Wagner*,26,TOR,AL,-0.5,40,132,114,13,27,7,0,0,7,1,0,15,26,.237,.336,.298,.634,78,.311,92,34,2,2,1,0,0,53/DH4,,wagnewi01
379,Jacob Stallings,35,2TM,2LG,-1.3,42,129,119,5,16,4,0,0,9,0,0,6,40,.134,.195,.168,.363,0,.179,-7,20,5,3,1,0,0,2/H1,,stallja01
379,Jacob Stallings,35,COL,NL,-0.9,28,93,84,4,12,3,0,0,6,0,0,5,31,.143,.217,.179,.396,8,.189,-4,15,1,3,1,0,0,2/1H,,stallja01
379,Jacob Stallings,35,BAL,AL,-0.4,14,36,35,1,4,1,0,0,3,0,0,1,9,.114,.139,.143,.282,-20,.153,-17,5,4,0,0,0,0,2/H,,stallja01
380,Adael Amador#,22,COL,NL,-1.1,41,128,113,5,20,7,0,1,10,1,1,11,27,.177,.256,.265,.521,41,.245,37,30,2,1,3,0,0,4/H,,amadoad01
381,Brendan Rodgers,28,HOU,AL,0.0,43,128,115,12,22,4,0,2,11,0,1,11,46,.191,.266,.278,.544,52,.263,63,32,2,1,0,1,0,4/HD,,rodgebr02
382,Blaze Alexander,26,ARI,NL,1.0,39,127,109,15,26,7,0,4,13,2,2,10,39,.239,.336,.413,.749,106,.335,111,45,4,6,2,0,0,54/HD,,alexabl01
383,Ryan Ritter,24,COL,NL,0.4,35,127,115,16,29,5,3,1,17,1,0,7,38,.252,.298,.374,.672,79,.309,81,43,3,1,3,1,0,6/4,,rittery01
384,Tyler Wade*,30,SDP,NL,-0.6,59,127,107,13,22,1,2,0,9,1,2,15,31,.206,.309,.252,.561,59,.263,61,27,0,1,4,0,0,8H7/459D61,,wadety01
385,Mark Canha,36,KCR,AL,-1.0,46,125,113,9,24,3,0,1,6,0,1,7,24,.212,.272,.265,.537,52,.237,45,30,1,3,0,2,0,7H9/D3,,canhama01
386,Jonah Bride,29,2TM,2LG,-0.7,45,125,112,7,19,2,0,0,5,0,0,11,39,.170,.248,.188,.436,23,.223,27,21,1,1,0,1,1,5H/3D14,,bridejo01
386,Jonah Bride,29,MIA,NL,-0.4,12,45,40,3,4,0,0,0,2,0,0,5,15,.100,.200,.100,.300,-13,.162,-17,4,0,0,0,0,1,/D35H,,bridejo01
386,Jonah Bride,29,MIN,AL,-0.3,33,80,72,4,15,2,0,0,3,0,0,6,24,.208,.275,.236,.511,43,.257,52,17,1,1,0,1,0,5H/314D,,bridejo01
387,Ezequiel Durán,26,TEX,AL,0.2,54,123,111,7,23,8,0,0,9,6,0,6,34,.207,.270,.279,.550,62,.256,59,31,3,4,1,1,0,365H/D1749,,duranez01
388,Oswaldo Cabrera#,26,NYY,AL,0.4,34,122,107,17,26,4,0,1,11,0,1,11,25,.243,.322,.308,.631,78,.302,92,33,1,2,1,1,0,5/H379,,cabreos01
389,Yordan Alvarez*,28,HOU,AL,-0.4,29,121,100,7,21,4,0,3,18,1,0,16,21,.210,.306,.340,.646,79,.275,66,34,0,0,0,5,3,D/7,,alvaryo01
390,Derek Hill,29,MIA,NL,0.8,43,121,109,16,23,5,0,3,9,6,0,8,42,.211,.271,.339,.611,68,.279,59,37,1,1,3,0,0,8/HD,,hillde01
391,Jack Suwinski*,26,PIT,NL,0.1,41,121,99,12,13,3,0,3,6,6,1,19,38,.131,.289,.253,.542,54,.266,56,25,1,3,0,0,1,789/HD,,suwinja01
392,Luis Matos,23,SFG,NL,-0.6,40,120,114,13,19,6,0,5,13,2,0,6,19,.167,.208,.351,.559,59,.246,54,40,5,0,0,0,0,9/87HD,,matoslu02
393,Justyn-Henry Malloy,25,DET,AL,-0.3,46,118,96,13,20,4,0,1,16,0,0,19,31,.208,.339,.281,.620,76,.292,81,27,1,1,0,2,0,DH9/7,,malloju02
394,Kevin Newman,31,LAA,AL,-0.8,56,116,114,13,23,2,0,2,11,1,0,1,23,.202,.209,.272,.481,33,.234,37,31,5,0,1,0,0,56/4H13,,newmake01
395,David Fry,29,CLE,AL,-0.6,47,115,108,13,19,3,0,6,18,1,0,6,41,.176,.226,.370,.596,61,.257,52,40,2,1,0,0,0,DH,,fryda01
396,Robert Hassell III*,23,WSN,NL,0.1,36,113,111,11,27,5,0,2,13,1,0,2,29,.243,.257,.342,.599,69,.271,68,38,2,0,0,0,0,89/H7,,hassero02
397,Triston Casas*,25,BOS,AL,-0.9,29,112,99,5,18,3,0,3,11,0,0,11,27,.182,.277,.303,.580,62,.263,60,30,3,2,0,0,2,3/H,,casastr01
398,Jonatan Clase#,23,TOR,AL,-0.2,34,112,100,10,21,3,0,2,9,3,1,10,28,.210,.288,.300,.588,64,.264,58,30,1,1,1,0,0,7/8H9D,,clasejo01
399,Nick Martini*,35,COL,NL,-0.2,43,111,102,9,23,4,0,1,4,0,0,9,18,.225,.288,.294,.582,57,.267,53,30,1,0,0,0,1,D9H/7,,martini02
400,Jhonkensy Noel,23,CLE,AL,-1.4,49,111,107,12,15,2,0,2,9,0,0,3,35,.140,.162,.215,.377,3,.172,-8,23,4,0,0,1,0,9H/7D,,noeljh01
401,Taylor Trammell*,27,HOU,AL,0.3,40,111,95,10,20,5,0,3,11,2,2,15,35,.211,.315,.358,.673,87,.293,85,34,0,0,0,1,0,87/H9,,trammta01
402,Jake Rogers,30,DET,AL,0.1,36,110,93,12,16,2,1,3,14,0,0,14,31,.172,.275,.312,.587,63,.277,70,29,0,0,1,2,0,2/1HD,,rogerja03
403,Austin Wynns,34,2TM,2LG,1.1,40,110,103,13,30,8,0,6,21,0,0,5,32,.291,.321,.544,.865,132,.372,135,56,3,0,1,1,0,2/H3D,,wynnsau01
403,Austin Wynns,34,CIN,NL,0.7,18,43,40,6,16,3,0,3,11,0,0,3,12,.400,.442,.700,1.142,204,.483,209,28,1,0,0,0,0,2/H3D,,wynnsau01
403,Austin Wynns,34,ATH,AL,0.4,22,67,63,7,14,5,0,3,10,0,0,2,20,.222,.242,.444,.687,85,.300,86,28,2,0,1,1,0,2/H,,wynnsau01
404,Zach Dezenzo,25,HOU,AL,0.1,34,109,98,17,24,6,0,2,10,1,0,11,37,.245,.321,.367,.688,91,.313,94,36,2,0,0,0,0,79/D3H,,dezenza01
405,Hunter Renfroe,33,KCR,AL,-1.5,35,108,99,5,18,6,0,0,4,0,0,8,21,.182,.241,.242,.483,36,.216,27,24,4,0,0,1,0,9/HD,,renfrhu01
406,Dalton Rushing*,24,LAD,NL,0.2,35,108,97,11,19,3,0,2,16,0,0,8,43,.196,.259,.289,.548,54,.255,55,28,0,1,0,2,0,2/3HD,,rushida01
407,Jon Berti,35,CHC,NL,0.1,51,107,100,12,21,2,0,0,2,11,3,5,22,.210,.262,.230,.492,46,.244,50,23,1,2,0,0,0,5H4/19D,,bertijo01
408,Christian Moore,22,LAA,AL,-0.2,31,107,90,13,17,2,1,3,11,0,0,14,31,.189,.302,.333,.635,77,.283,75,30,2,1,1,1,0,4/H,,moorech03
409,Cooper Hummel#,30,2TM,AL,-0.8,37,105,88,10,15,0,0,3,7,1,0,14,31,.170,.298,.273,.571,61,.270,62,24,1,2,1,0,0,7H/D19,,hummeco01
409,Cooper Hummel#,30,BAL,AL,0.0,1,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,.000,-136,0,0,0,0,0,0,/9,,hummeco01
409,Cooper Hummel#,30,HOU,AL,-0.8,36,104,87,10,15,0,0,3,7,1,0,14,30,.172,.301,.276,.577,62,.272,64,24,1,2,1,0,0,7H/D1,,hummeco01
410,Vinny Capra,28,2TM,2LG,-0.6,47,105,96,10,12,2,0,1,6,2,0,3,25,.125,.157,.177,.334,-6,.173,-9,17,5,1,3,2,0,56H/41D,,capravi01
410,Vinny Capra,28,MIL,NL,-0.6,24,59,54,6,4,0,0,1,4,1,0,2,15,.074,.121,.130,.250,-29,.154,-21,7,4,1,1,1,0,5/H46D,,capravi01
410,Vinny Capra,28,CHW,AL,0.1,23,46,42,4,8,2,0,0,2,1,0,1,10,.190,.205,.238,.443,24,.199,8,10,1,0,2,1,0,6/541HD,,capravi01
411,Miguel Amaya,26,CHC,NL,1.1,28,103,96,14,27,9,0,4,25,0,0,4,22,.281,.314,.500,.814,133,.364,142,48,0,1,1,1,0,2/DH,,amayami01
412,Enmanuel Valdéz*,26,PIT,NL,0.1,31,102,91,7,19,4,2,2,12,0,0,11,16,.209,.294,.363,.657,83,.293,81,33,2,0,0,0,0,3/4H9,,valdeen01
413,Chas McCormick,30,HOU,AL,-0.9,57,101,88,12,20,5,0,1,5,2,3,7,26,.227,.289,.318,.607,69,.255,60,28,1,1,4,1,0,897H/D1,,mccorch01
414,Gary Sánchez,32,BAL,AL,-0.4,29,101,91,13,21,2,0,5,24,0,0,4,27,.231,.297,.418,.715,99,.309,97,38,2,5,0,1,0,2/D1H,,sanchga02
415,Matt Vierling,28,DET,AL,-0.3,31,100,88,6,21,3,0,1,11,2,0,7,24,.239,.310,.307,.617,73,.281,69,27,1,3,0,2,0,8/7H59D,,vierlma01
416,J.C. Escarra*,30,NYY,AL,0.0,40,98,84,5,17,5,0,2,11,1,0,11,14,.202,.296,.333,.629,75,.291,79,28,1,1,0,2,0,2/3H5D,,escarjc01
417,Jason Heyward*,35,SDP,NL,-0.6,34,95,85,9,15,2,0,2,12,0,1,6,20,.176,.223,.271,.494,37,.220,31,23,1,0,0,3,0,7/H98,,heywaja01
418,Jahmai Jones,27,DET,AL,-0.1,48,94,84,10,20,7,1,4,12,1,0,8,20,.238,.319,.488,.807,120,.345,117,41,2,2,0,0,0,HD9/74,,jonesja08
419,Alejandro Osuna*,22,TEX,AL,-0.1,34,93,76,7,12,1,0,1,5,3,3,13,20,.158,.290,.211,.501,51,.229,54,16,0,2,0,2,1,7/D9H8,,osunaal02
420,Jeimer Candelario#,31,CIN,NL,-0.9,22,91,80,3,9,2,0,2,10,0,1,9,29,.113,.198,.213,.410,12,.185,2,17,1,0,0,2,0,5/3D,,candeje01
421,Reese McGuire*,30,CHC,NL,0.3,29,91,87,12,20,1,0,6,16,0,0,2,19,.230,.244,.448,.693,97,.291,90,39,2,0,1,1,0,2/H,,mcguire01
422,Tim Anderson,32,LAA,AL,0.0,31,90,83,8,17,3,0,0,3,1,1,3,29,.205,.258,.241,.499,41,.223,33,20,1,3,1,0,0,46/H,,anderti01
423,Rafael Marchán#,26,PHI,NL,-0.1,31,90,79,6,14,2,0,1,6,0,0,9,13,.177,.270,.241,.510,41,.241,38,19,1,1,1,0,0,2,,marchra01
424,Joey Loperfido*,26,TOR,AL,0.6,30,89,81,10,29,3,0,3,10,1,2,4,23,.358,.409,.506,.915,152,.399,165,41,2,3,1,0,0,7/9H,,loperjo01
425,Masataka Yoshida*,31,BOS,AL,0.0,24,89,81,5,20,5,0,2,13,2,0,3,14,.247,.292,.383,.675,86,.306,88,31,1,3,0,2,0,D/7H,,yoshima02
426,Garrett Hampson,30,3TM,NL,-0.3,56,89,75,17,11,2,0,0,1,3,1,11,28,.147,.256,.173,.429,23,.210,16,13,2,0,3,0,0,7H48/965D1,,hampsga01
426,Garrett Hampson,30,ARI,NL,0.1,18,41,30,10,5,0,0,0,0,2,1,9,10,.167,.359,.167,.526,53,.269,60,5,0,0,2,0,0,4/H6857,,hampsga01
426,Garrett Hampson,30,CIN,NL,-0.2,9,19,18,0,3,1,0,0,0,0,0,1,6,.167,.211,.222,.433,18,.187,-1,4,1,0,0,0,0,/748H56D,,hampsga01
426,Garrett Hampson,30,STL,NL,-0.2,29,29,27,7,3,1,0,0,1,1,0,1,12,.111,.143,.148,.291,-17,.143,-34,4,1,0,1,0,0,7H/986145D,,hampsga01
427,Ha-Seong Kim,29,TBR,AL,0.2,23,88,79,5,18,3,0,2,5,6,1,8,22,.228,.307,.342,.649,82,.299,80,27,0,1,0,0,0,6/4,,kimha01
428,Blake Perkins#,28,MIL,NL,0.3,24,88,79,20,20,4,1,3,9,5,1,8,25,.253,.330,.443,.773,115,.354,120,35,2,1,0,0,0,8/HD,,perkibl01
429,Warming Bernabel,23,COL,NL,0.8,22,86,83,11,25,6,1,4,13,0,1,3,11,.301,.326,.542,.868,128,.385,140,45,0,0,0,0,0,3/5H,,bernawa01
430,James McCann,35,ARI,NL,0.6,28,86,74,11,18,2,0,3,9,0,0,8,21,.243,.337,.392,.729,101,.322,99,29,1,3,0,1,0,2/H,,mccanja02
431,DaShawn Keirsey Jr.*,28,MIN,AL,-1.2,67,85,82,10,9,0,0,2,6,8,3,2,32,.110,.141,.183,.324,-12,.160,-22,15,1,1,0,0,0,9H78/D,,keirsda01
432,Will Wilson,26,CLE,AL,-0.6,32,85,72,6,12,4,0,0,1,1,0,7,34,.167,.250,.222,.472,33,.221,21,16,1,1,5,0,0,45/H1D,,wilsowi03
433,Nacho Alvarez Jr.,22,ATL,NL,0.8,22,84,74,11,17,5,0,0,5,0,0,6,24,.230,.321,.297,.619,76,.287,78,22,0,4,0,0,0,5/H,,alvarna01
434,Cavan Biggio*,30,KCR,AL,-0.2,37,83,69,9,12,2,0,1,4,1,0,11,21,.174,.296,.246,.543,55,.260,56,17,0,1,2,0,0,HD/93745,,biggica01
435,Jesse Winker*,31,NYM,NL,0.0,26,81,70,8,16,5,2,1,10,1,0,9,21,.229,.309,.400,.709,102,.305,94,28,1,0,0,2,1,D/H7,,winkeje01
436,Connor Joe,32,2TM,NL,-0.7,42,80,70,2,13,4,0,0,4,2,2,7,20,.186,.263,.243,.505,39,.227,33,17,2,1,0,2,0,9H7/3D8,,joeco01
436,Connor Joe,32,SDP,NL,-0.2,7,10,9,0,0,0,0,0,0,0,0,1,6,.000,.100,.000,.100,-69,.070,-78,0,0,0,0,0,0,/H378D,,joeco01
436,Connor Joe,32,CIN,NL,-0.5,35,70,61,2,13,4,0,0,4,2,2,6,14,.213,.286,.279,.564,54,.249,48,17,2,1,0,2,0,97H/3D8,,joeco01
437,Garrett Mitchell*,26,MIL,NL,0.0,25,78,68,9,14,4,1,0,3,3,0,7,25,.206,.286,.294,.580,64,.270,59,20,0,1,1,1,0,8/H,,mitchga01
438,Eric Haase,32,MIL,NL,0.2,30,77,70,11,16,3,0,2,9,0,0,4,31,.229,.289,.357,.647,81,.286,77,25,1,2,1,0,0,2/DH,,haaseer01
439,Luke Keaschall,22,MIN,AL,0.8,19,77,67,10,23,6,0,2,14,6,2,8,8,.343,.429,.522,.951,160,.416,165,35,1,2,0,0,0,4/D,,keasclu01
440,Emmanuel Rivera,29,BAL,AL,0.4,26,77,70,3,16,3,0,0,3,1,0,6,12,.229,.299,.271,.570,63,.276,71,19,3,1,0,0,0,5/3HD1,,riverem01
441,Chris Taylor,34,2TM,2LG,-0.4,43,77,72,10,14,6,0,1,6,1,1,1,28,.194,.247,.319,.566,57,.245,50,23,1,4,0,0,0,7/8H945,,tayloch03
441,Chris Taylor,34,LAD,NL,-0.5,28,35,35,4,7,2,0,0,2,0,1,0,13,.200,.200,.257,.457,27,.181,12,9,1,0,0,0,0,7/8H49,,tayloch03
441,Chris Taylor,34,LAA,AL,0.2,15,42,37,6,7,4,0,1,4,1,0,1,15,.189,.286,.378,.664,83,.299,83,14,0,4,0,0,0,/94H587,,tayloch03
442,Seth Brown*,32,ATH,AL,-0.7,38,76,65,6,12,2,0,1,3,1,0,9,23,.185,.303,.262,.564,59,.265,59,17,2,2,0,0,0,H7/89D,,brownse01
443,Blake Dunn,26,CIN,NL,-0.1,30,75,60,10,9,2,0,1,7,1,1,8,25,.150,.320,.233,.553,54,.270,60,14,1,7,0,0,0,97/8HD,,dunnbl01
444,Yanquiel Fernández*,22,COL,NL,-0.6,26,75,73,7,18,2,0,1,5,0,0,2,21,.247,.267,.315,.582,56,.258,47,23,1,0,0,0,0,D9/7H,,fernaya01
445,Adrian Del Castillo*,25,ARI,NL,-0.2,22,74,69,5,16,5,0,2,10,0,0,3,24,.232,.270,.391,.662,81,.286,73,27,2,1,0,1,0,D/H2,,delcaad01
446,Jacob Amaya,26,CHW,AL,-1.0,36,73,66,7,7,1,0,0,8,2,0,3,16,.106,.139,.121,.260,-26,.125,-45,8,1,0,1,3,0,6/H14,,amayaja01
447,Sean Bouchard,29,COL,NL,-1.0,32,73,66,7,11,0,1,1,7,1,1,7,27,.167,.247,.242,.489,32,.235,33,16,2,0,0,0,0,9H/D73,,bouchse01
448,Leo Rivas#,27,SEA,AL,0.6,30,73,60,14,17,1,0,0,4,4,0,12,15,.283,.411,.300,.711,112,.344,120,18,1,1,0,0,0,4/H6D17,,rivasle01
449,Griffin Conine*,27,MIA,NL,0.2,20,71,64,10,18,7,0,1,7,0,1,7,19,.281,.352,.438,.790,117,.354,127,28,0,0,0,0,0,7/9DH,,coningr01
450,Braxton Fulford,26,COL,NL,-0.3,22,71,66,6,15,3,1,1,14,1,0,2,24,.227,.254,.348,.602,60,.264,49,23,0,1,0,2,0,2/DH,,fulfobr01
451,Andruw Monasterio,28,MIL,NL,0.5,41,71,66,12,16,5,0,2,11,1,0,5,17,.242,.296,.409,.705,96,.323,101,27,1,0,0,0,0,6H3/457,,monasan01
452,Darell Hernaiz,23,ATH,AL,0.8,17,70,57,7,15,1,1,2,8,1,4,10,5,.263,.357,.421,.778,115,.345,138,24,0,0,0,3,0,6,,hernada04
453,Johnathan Rodríguez,25,CLE,AL,-0.8,28,70,66,5,11,4,1,1,6,0,0,4,22,.167,.214,.303,.517,41,.238,40,20,2,0,0,0,0,9/H7D,,rodrijo10
454,Ben Rortvedt*,27,TBR,AL,-0.5,26,70,63,2,6,1,0,0,6,0,0,7,14,.095,.186,.111,.297,-14,.163,-12,7,0,0,0,0,0,2,,rortvbe01
455,Ronny Simón#,25,2TM,NL,-1.0,22,70,60,8,14,2,0,0,5,1,0,8,10,.233,.319,.267,.586,65,.288,73,16,1,0,1,1,0,/47D96H,,simonro01
455,Ronny Simón#,25,MIA,NL,-0.8,19,56,47,6,11,2,0,0,5,0,0,7,7,.234,.327,.277,.604,70,.295,79,13,1,0,1,1,0,/47D6H,,simonro01
455,Ronny Simón#,25,PIT,NL,-0.1,3,14,13,2,3,0,0,0,0,1,0,1,3,.231,.286,.231,.516,48,.261,46,3,0,0,0,0,0,/97,,simonro01
456,Tyler Locklear,24,ARI,NL,-0.6,17,69,61,7,12,0,0,2,3,2,1,6,24,.197,.290,.295,.585,63,.268,61,18,1,2,0,0,0,3/H,,locklty01
